timestamp,elevation,rotation
1563269086770871808,1.3918353068731824,-0.5244221106703975
1563269086820871808,1.391835306873179,-0.5244221106703963
1563269086870871808,1.391836916982035,-0.5244269327540305
1563269086920871808,1.391851396939334,-0.5244595498563417
1563269086970871808,1.3919074149453314,-0.5245464494705887
1563269087020871808,1.392054313472092,-0.5246986531629741
1563269087070871808,1.3923550517517418,-0.524904007143226
1563269087120871808,1.3928691973876575,-0.5251334499551974
1563269087170871808,1.393632422956075,-0.5253564773756594
1563269087220871808,1.3946405277311038,-0.5255569258372242
1563269087270871808,1.3958437911443018,-0.5257407557711087
1563269087320871808,1.397154028661172,-0.5259312774125035
1563269087370871808,1.3984634117327666,-0.5261524163628571
1563269087420871808,1.399670488959401,-0.5264061401375127
1563269087470871808,1.40070502090131,-0.526654364140278
1563269087520871808,1.4015417221672917,-0.5268154220335862
1563269087570871808,1.4021967042382546,-0.5267788867501954
1563269087620871808,1.4027084643950898,-0.5264334484039256
1563269087670871808,1.4031124947049725,-0.5256969775874646
1563269087720871808,1.4034204276349307,-0.5245388349412653
1563269087770871808,1.4036113160157055,-0.5229891529849813
1563269087820871808,1.4036548089509382,-0.5210971105560571
1563269087870871808,1.4035660082290984,-0.5188230464826106
1563269087920871808,1.403343445919752,-0.5161567175882075
1563269087970871808,1.4029560516011885,-0.5131418815492905
1563269088020871808,1.402355113178465,-0.5098606188287201
1563269088070871808,1.4014880907234446,-0.5064177795393507
1563269088120871808,1.4003116849582133,-0.5029264190444827
1563269088170871808,1.3988028536086194,-0.49949453824331624
1563269088220871808,1.3969670586483005,-0.4962133910478588
1563269088270871808,1.394843358788743,-0.49314762844011145
1563269088320871808,1.3925061927134366,-0.4903275137577821
1563269088370871808,1.3900542714423316,-0.4877470744807591
1563269088420871808,1.387565785156522,-0.4853853541717144
1563269088470871808,1.3850819069767084,-0.48322960610592247
1563269088520871808,1.3826114591127556,-0.4812803647949012
1563269088570871808,1.380141627637731,-0.47954640924495356
1563269088620871808,1.3776501839895088,-0.4780357908469555
1563269088670871808,1.3751171353844376,-0.4767460737146034
1563269088720871808,1.3725346781975878,-0.47565551058466654
1563269088770871808,1.3699147061602934,-0.47471619610074567
1563269088820871808,1.3672908747363697,-0.47389187175690844
1563269088870871808,1.3647280280602114,-0.4732487216763438
1563269088920871808,1.3623308430024688,-0.4728073556365337
1563269088970871808,1.3602128261362565,-0.4725387831859575
1563269089020871808,1.3584754537575126,-0.47239219666613624
1563269089070871808,1.3571987995756074,-0.4723102758513874
1563269089120871808,1.356438386886629,-0.47223703211887913
1563269089170871808,1.3562252576867346,-0.4721214723020804
1563269089220871808,1.3565676333808463,-0.47191903230097565
1563269089270871808,1.3574533158328852,-0.4715918781335866
1563269089320871808,1.3587815089711686,-0.47116429716782626
1563269089370871808,1.3602337630524153,-0.47080496180445364
1563269089420871808,1.3615974894754386,-0.4705633409282371
1563269089470871808,1.3627891923253044,-0.47038427887506273
1563269089520871808,1.3637961206754827,-0.4701718873225061
1563269089570871808,1.3646376151800883,-0.4698246832252276
1563269089620871808,1.3653424346413368,-0.4692521953486309
1563269089670871808,1.365936691850614,-0.46838121323026927
1563269089720871808,1.366438195990579,-0.46715680660561865
